"repo","path","document","line","excerpt"
"core","dataengine/engine/assembly_promises_test.go","review/REVIEW-2026-09-09-03.md","31","cube-core/dataengine/engine/assembly.go cube-core/dataengine/engine/runtime.go cube-core/dataengine/engine/projector.go cube-core/dataengine/engine/outbox_worker.go cube-core/dataengine/engine/projector_test.go cube-core/dataengine/engine/assembly_promises_test.go"
"core","dataengine/engine/outbox_worker.go","review/REVIEW-2026-09-09-03.md","31","cube-core/dataengine/engine/assembly.go cube-core/dataengine/engine/runtime.go cube-core/dataengine/engine/projector.go cube-core/dataengine/engine/outbox_worker.go cube-core/dataengine/engine/projector_test.go cube-core/dataengine/engine/assembly_promises_test.go"
"core","dataengine/engine/projector.go","review/REVIEW-2026-09-09-03.md","31","cube-core/dataengine/engine/assembly.go cube-core/dataengine/engine/runtime.go cube-core/dataengine/engine/projector.go cube-core/dataengine/engine/outbox_worker.go cube-core/dataengine/engine/projector_test.go cube-core/dataengine/engine/assembly_promises_test.go"
"core","dataengine/engine/projector_test.go","review/REVIEW-2026-09-09-03.md","31","cube-core/dataengine/engine/assembly.go cube-core/dataengine/engine/runtime.go cube-core/dataengine/engine/projector.go cube-core/dataengine/engine/outbox_worker.go cube-core/dataengine/engine/projector_test.go cube-core/dataengine/engine/assembly_promises_test.go"
"core","dataengine/engine/runtime.go","review/REVIEW-2026-09-09-03.md","31","cube-core/dataengine/engine/assembly.go cube-core/dataengine/engine/runtime.go cube-core/dataengine/engine/projector.go cube-core/dataengine/engine/outbox_worker.go cube-core/dataengine/engine/projector_test.go cube-core/dataengine/engine/assembly_promises_test.go"
"core","dependency_boundary_test.go","review/REVIEW-2026-09-09.md","44","cube-core/dependency_boundary_test.go"
"core","entity/category_order.go","review/IMPLEMENTATION-CATEGORY-REGISTRY-AND-GENERATION.md","15","category_order.go 中类别数值就是锁序：Remote=1，World=2，PlayerScoped=3，Player=4，Other=5；Unknown=255 保留。RegisterEntityCategories 提供名称与可选类别集合约束；不声明名称也会按注册 category 派生锁序。managed kind 强制派生到 Remote 档，ValidateEntityRegistry 同时报告其声明类别不为 Remote 的错误。"
"core","entity/category_order.go","review/REVIEW-2026-09-10-03.md","37","check_index_coverage 批量检查 19 个主要证据路径，随后补 4 个新增测试/Cancel 路径：已存在源码均 metadata_changed，category_order.go 和新增 marker/validate 测试 not_tracked；ledger 有 partial 311～311，已读该行和本轮第 8 行入口。图谱 snippet 因旧行号出现头尾错位，已读取当前完整函数与行号补证。没有改动或重启用户索引。"
"core","entity/entity_base.go","bug/REVIEW-2026-09-17-03.md","66","当前 `entity.EntityBase.Sync()`（Core `entity/entity_base.go:195`）可取同步状态，RoomManager.Create / RoomBroadcaster.RegisterSubject 可组合；RoomBroadcaster 构造函数已经创建自己的 SubscriptionCoordinator（`room/room_broadcast.go:451`）。Codegen 生成 SubjectPackerFactory 与 NewRoomSink 两端。由此不能直接采纳候选中的“现在写不出来”或另建第二个 coordinator 的方案。"
"core","entity/entity_factory.go","review/IMPLEMENTATION-CATEGORY-REGISTRY-AND-GENERATION.md","7","entity_factory.go 用按 kind 编址的原子指针槽保存注册信息，写者由 registryMu 串行化，复制并发布记录；读者读取已发布槽。它减少热路径查表锁，并不意味着整个注册过程的所有派生状态是一个整体原子事务，也不让 builder 指针指向的可变对象自动不可变。"
"core","entity/entity_factory.go","review/IMPLEMENTATION-REMOTE-POLICY-MIRROR.md","20","| 构造/生成 | [entity_factory.go](../../entity/entity_factory.go):341、[gen.go](../../../cube-codegen/internal/entity/gen.go):34、50、400：特殊接口/RemoteBase 分支只针对 Managed | Mirror 仍走普通 EntityBase 分支；`noPersist` 独立设置，不能假定 Mirror 自动禁用 DAO/持久化 |"
"core","entity/entity_factory.go","review/REVIEW-2026-09-09-03.md","37","cube-core/entity/entity_factory.go cube-core/entity/idgen.go"
"core","entity/entity_factory.go","bug/REVIEW-2026-09-12-02.md","7","| `remote=mirror` 未接只读运行时 | entity/policy.go、entity_factory.go:341、Nest shouldPrepareRemoteID、codegen gen.go:34；M-04 已明示 | 已知功能缺口，不冒充新回归；不能向业务承诺标记自动只读 |"
"core","entity/entity_guard.go","review/IMPLEMENTATION-STATE-AND-LIFECYCLE.md","7","入口是 Core `nest/cast.go` 的 CastMulti，依赖 `entity/entity_guard.go` 的锁作用域。阅读到的顺序是：规范化目标 → 检查 Guard/dispatch/getter → 在加载前检查组锁顺序与远程声明 → GetMany → 校验已加载目标 → 排序并 Touch/RequireEntity → 返回实体。"
"core","entity/idgen.go","review/IMPLEMENTATION-CATEGORY-REGISTRY-AND-GENERATION.md","9","idgen.go 的 BuildEntityID 先 ResolveEntityKindCategory，再构造 ID；resolver.go 的 ResolveEntityID 对已注册 kind 从注册表读取 Category。历史低两位不再是本地已知 kind 的类别权威，但仍被写入，并在未知 kind 时作为兼容提示。FullID 保留原始低位，远程提示位可按本地注册补齐。NormalizeFullID 验 kind、unique、注册存在等，不再把 ID 低两位与注册类别作比较。"
"core","entity/idgen.go","review/REVIEW-2026-09-09-03.md","37","cube-core/entity/entity_factory.go cube-core/entity/idgen.go"
"core","entity/policy.go","review/IMPLEMENTATION-REMOTE-POLICY-MIRROR.md","19","| Entity policy | [policy.go](../../entity/policy.go):17–84：Mirror 为 remote-capable、非 managed；默认 `MirrorCache`；校验 lifetime 配对 | 不订阅、不加载、不强制只读；lifetime 注释本身声明其为元数据 |"
"core","entity/policy.go","bug/REVIEW-2026-09-12-02.md","7","| `remote=mirror` 未接只读运行时 | entity/policy.go、entity_factory.go:341、Nest shouldPrepareRemoteID、codegen gen.go:34；M-04 已明示 | 已知功能缺口，不冒充新回归；不能向业务承诺标记自动只读 |"
"core","entity/remote_snapshot.go","review/IMPLEMENTATION-REMOTE-POLICY-MIRROR.md","24","| 实体快照缓存 | [remote_snapshot.go](../../entity/remote_snapshot.go):160、244、308、350：完整 scope key、冻结字节、版本/epoch、delta gap、同版本内容冲突、加载限额 | 删除/淘汰后没有永久版本底线；不是端到端一致性与授权证明 |"
"core","entity/remote_snapshot.go","review/IMPLEMENTATION-REPAIR-ACCEPTANCE.md","7","[remote_snapshot.go](../../entity/remote_snapshot.go) 将墓碑检查交给 StoreConfig.Superseded，在 L1 分片锁内对回填与发布一并判定；ReadThrough 被拒后返回现值或 miss，避免缓存没写进去却把已删除的旧值交给业务。FatalRemoteError 决定实际 L2.Set 返回的错误能否降级，预检查不再被当成并发屏障。对实现 RemoteSnapshotVersionedDeleter 的 L2，删除也有版本比较；未实现该接口的适配器仍需单独验收。"
"core","entity/remote_snapshot.go","review/REVIEW-2026-09-13-02.md","17","coverage 包含 snapshot_l2.go、snapshot_l2_test.go、entity/remote_snapshot.go、cache/read_through.go、cache/atomic_local.go，并加 remoteentity/entity/cache scope，均无记录缺口和下一页；这不证明图谱已更新。Expiry 字段引用为 literal 源码检索，核查目标两个文件未调用 Expired，结论限定实际读取链。ledger 已知 partial 第 311 行读原文。未进行其他三仓功能的穷尽检查。"
"core","entity/remote_snapshot.go","review/REVIEW-2026-09-13-07.md","11","coverage 检查 remote_snapshot.go、interest.go、transaction_manager.go、read_through.go、atomic_local.go 及两个新增 promises 测试：旧文件 metadata_changed，新测试 not_tracked。相关实际源码直接阅读补证；entity scope 无记录缺口不代表完整。本轮不声称整个依赖图或全仓完成审查。"
"core","entity/remote_snapshot.go","review/REVIEW-2026-09-14.md","34","coverage 检查 wal.go、snapshot_l2.go、remote_snapshot.go、ownership.go、marker.go：generation 2026-09-08T14:39:26Z，均 metadata_changed；读取当前源码补证，图谱不代表最新完整依赖。Kit/Codegen 本轮仅同步，无新增源代码覆盖。"
"core","entity/remote_snapshot.go","bug/REVIEW-2026-09-12-02.md","8","| 通用缓存删除不保留版本水位 | entity/remote_snapshot.go:389；临时 race 探针：v2 → Delete → 迟到 v1，结果 v1 | 作为失效原语可解释；接成只读复制协议前必须补防复活机制 |"
"core","entity/remote_snapshot.go","bug/REVIEW-2026-09-13-02.md","7","位置：[entity/remote_snapshot.go](../../entity/remote_snapshot.go):186–195 固定 `IgnoreRemoteError: true`；[cache/read_through.go](../../cache/read_through.go):182–195 对 remote.Set 的所有错误统一降级，再写 L1。"
"core","entity/remote_snapshot.go","bug/REVIEW-2026-09-13-02.md","17","位置：[cache/read_through.go](../../cache/read_through.go):146–148 的 L2 命中直接 `setLocal(value)`；[entity/remote_snapshot.go](../../entity/remote_snapshot.go):173–179 的 Stale 只比较 epoch/version，不比较相同版本内容；Publish 的专用冲突检查在 :315–320，但回填不经过它。"
"core","entity/remote_snapshot.go","bug/REVIEW-2026-09-13-02.md","37","位置：[entity/remote_snapshot.go](../../entity/remote_snapshot.go):75、96–98 定义 ExpiresAt/Expired；构造缓存 :181–191 只使用固定 TTL，Get :244–269 未检查 envelope.ExpiresAt；[remoteentity/snapshot_l2.go](../../remoteentity/snapshot_l2.go):80–94 解码保留该字段但不拒绝过期。"
"core","entity/remote_snapshot.go","bug/REVIEW-2026-09-13-04.md","16","U-0175 在 [entity/remote_snapshot.go](../../entity/remote_snapshot.go):257 起检查 layered.Get 返回值的 Expired，修好了 Cached 命中的原触发；这部分有效。"
"core","entity/remote_snapshot.go","bug/REVIEW-2026-09-13-07.md","7","原两个 Replicator 删除乱序复现均通过，说明直接 Publish 的墓碑有效。但 [DeleteAtVersion](../../entity/remote_snapshot.go)（520–536 行）只比较 L1，墓碑检查仅在 Publish（404 行），[ReadThrough.loadOne](../../cache/read_through.go)（137–159 行）不经过这道检查。"
"core","entity/remote_snapshot.go","bug/REVIEW-2026-09-13-07.md","16","[Publish](../../entity/remote_snapshot.go)（425–447 行）新增 cold L1 的 L2.Get 预检查，但 [ReadThrough.Set](../../cache/read_through.go)（192–202 行）仍在 IgnoreRemoteError 下吞掉实际 Set 的语义冲突。"
"core","entity/remote_snapshot.go","bug/REVIEW-2026-09-13.md","7","位置：[remoteentity/syncer.go](../../remoteentity/syncer.go):100–103；`DeleteRemoteSnapshot` 在第 68 行发送 version，但接收侧直接 `cache.Delete(key)`，不比较 `env.Version`，也不保留删除水位。[entity/remote_snapshot.go](../../entity/remote_snapshot.go):389 的 Delete 是缓存失效原语。"
"core","entity/remote_snapshot.go","bug/REVIEW-2026-09-13.md","42","位置：[entity/remote_snapshot.go](../../entity/remote_snapshot.go):282–292，`loadMonotonic` 跟随者 `call.waiters++` 后，ctx 取消直接返回，不减回。"
"core","entity/resolver.go","review/IMPLEMENTATION-CATEGORY-REGISTRY-AND-GENERATION.md","9","idgen.go 的 BuildEntityID 先 ResolveEntityKindCategory，再构造 ID；resolver.go 的 ResolveEntityID 对已注册 kind 从注册表读取 Category。历史低两位不再是本地已知 kind 的类别权威，但仍被写入，并在未知 kind 时作为兼容提示。FullID 保留原始低位，远程提示位可按本地注册补齐。NormalizeFullID 验 kind、unique、注册存在等，不再把 ID 低两位与注册类别作比较。"
"core","entity/subject_sync.go","review/REVIEW-2026-09-15-03.md","17","coverage 对 entitysync/subscription.go、subscription_test.go、entity/subject_sync.go 均 metadata_changed，generation=2026-09-08T14:39:26Z。直接读订阅/退订、批量准入/提交、水位门槛与测试助手、实体捕获及 LSN 访问器补证。"
"core","entity/subject_sync.go","review/REVIEW-2026-09-15-04.md","9","实际审查为 Core entitysync/subscription.go 的 Subscribe、Unsubscribe、DistributeBatch、SetSink、Close、Profiles、回滚和准入辅助函数，以及 entity/subject_sync.go 的批次 reservation、Commit/Abort 与 dirty generation 交接。Kit、Codegen 只同步基线，没有新增源码覆盖。"
"core","entity/subject_sync.go","review/REVIEW-2026-09-15-04.md","13","Verify：D-whb_s，根 D:/whb_s，index_status ready。图谱 generation 为 2026-09-08T14:39:26Z；三个证据文件 subscription.go、subscription_test.go、subject_sync.go 的 coverage 均为 no_recorded_issue、metadata_changed，因此读取当前源码补证，不能称图谱与 HEAD 同代。"
"core","entity/subject_sync.go","bug/REVIEW-2026-09-15-03.md","7","状态：未修复。位置：`entitysync/subscription.go:172` Subscribe（包括 profile 切换）捕获当前快照并直接准入；`:326` DistributeBatch 直接准入预备内容。与同文件 FlushSubject 的 LastCommitLSN/durableWatermark 检查不一致。实体快照捕获见 `entity/subject_sync.go:481`，不提供持久化水位过滤。"
"core","entity/subject_sync.go","bug/REVIEW-2026-09-18.md","9","**状态：未修复；Wanted-05 的生成入口缺口。** Codegen `internal/entity/gen.go:357` 附近生成 EntitySyncBuilderParam，`:362` 生成 FlushPolicy，`:367` 生成 SubjectPackerFactory；Core `entity/subject_sync.go:143` 的当前配置仅有 Enabled、Topic、PackerFactory。"
"core","entitysync/subscription.go","review/IMPLEMENTATION-REMOTE-POLICY-MIRROR.md","27","| 订阅协调 | [entitysync/subscription.go](../../entitysync/subscription.go):89、112、173：成员、profile、首快照准入、subject 串行、可靠 sink 契约 | 不等同 RemoteSnapshot wire，也不自行提供网络/历史重放；接入需明确协议适配 |"
"core","entitysync/subscription.go","review/REVIEW-2026-09-09.md","39","cube-core/entitysync/subscription.go"
"core","entitysync/subscription.go","review/REVIEW-2026-09-09.md","65","| 持久化与客户端可见性 | `entitysync/subscription.go` SetDurableWatermark / FlushSubject：超过 durable LSN 时跳过分发并保留 dirty | 同步路径考虑了 pipelined commit 下“内存已变、磁盘未确认”的间隙。实际安全性仍取决于装配正确安装 watermark 和恢复链路，本轮未全链路故障注入 |"
"core","entitysync/subscription.go","review/REVIEW-2026-09-15-03.md","17","coverage 对 entitysync/subscription.go、subscription_test.go、entity/subject_sync.go 均 metadata_changed，generation=2026-09-08T14:39:26Z。直接读订阅/退订、批量准入/提交、水位门槛与测试助手、实体捕获及 LSN 访问器补证。"
"core","entitysync/subscription.go","review/REVIEW-2026-09-15-04.md","9","实际审查为 Core entitysync/subscription.go 的 Subscribe、Unsubscribe、DistributeBatch、SetSink、Close、Profiles、回滚和准入辅助函数，以及 entity/subject_sync.go 的批次 reservation、Commit/Abort 与 dirty generation 交接。Kit、Codegen 只同步基线，没有新增源码覆盖。"
"core","entitysync/subscription.go","bug/REVIEW-2026-09-15-03.md","7","状态：未修复。位置：`entitysync/subscription.go:172` Subscribe（包括 profile 切换）捕获当前快照并直接准入；`:326` DistributeBatch 直接准入预备内容。与同文件 FlushSubject 的 LastCommitLSN/durableWatermark 检查不一致。实体快照捕获见 `entity/subject_sync.go:481`，不提供持久化水位过滤。"
"core","entitysync/subscription.go","bug/REVIEW-2026-09-15-04.md","7","位置：entitysync/subscription.go，Subscribe 178 行、Unsubscribe 260 行、DistributeBatch 341 行、subjectOpIndex 614 行、admitEnvelopes 689 行。"
"core","entitysync/subscription.go","bug/REVIEW-2026-09-18.md","25","**状态：未修复；限于 pipelined commit 部署。** Core `room/room_broadcast.go:423` 配置、`:451` 构造内部 SubscriptionCoordinator，`:695` 订阅、`:968`/`:986` 批量准备/分发、`:1076` 单实体 flush；`room/room_manager.go:25` 的配置同样没有 durable watermark。对照 `entitysync/subscription.go:490` SetDurableWatermark。"
"core","entitysync/subscription_test.go","review/REVIEW-2026-09-15-03.md","17","coverage 对 entitysync/subscription.go、subscription_test.go、entity/subject_sync.go 均 metadata_changed，generation=2026-09-08T14:39:26Z。直接读订阅/退订、批量准入/提交、水位门槛与测试助手、实体捕获及 LSN 访问器补证。"
"core","entitysync/subscription_test.go","review/REVIEW-2026-09-15-04.md","13","Verify：D-whb_s，根 D:/whb_s，index_status ready。图谱 generation 为 2026-09-08T14:39:26Z；三个证据文件 subscription.go、subscription_test.go、subject_sync.go 的 coverage 均为 no_recorded_issue、metadata_changed，因此读取当前源码补证，不能称图谱与 HEAD 同代。"
"core","lifecycle/lifecycle_test.go","bug/REVIEW-2026-09-13-06.md","5","以下是实际运行的临时测试。保存为临时 lifecycle_test.go，overlay.json 的 Replace 将 D:/whb_s/cube-core/mirror/review_lifecycle_test.go 映射到该文件绝对路径。在 core 运行 `go test -race -count=1 -overlay <overlay.json> ./mirror -run '^TestReview' -v`。三个场景均通过，刻画当前能力边界。"
"core","lockstep/room.go","bug/REVIEW-2026-09-14-03.md","17","状态：未修复。位置：`lockstep/room.go:153-159`、`:295`、`:416`。"
"core","lockstep/room.go","bug/REVIEW-2026-09-14-03.md","25","状态：未修复。位置：`lockstep/sequencer.go:102`、`lockstep/room.go:125`、`:231`。"
"core","lockstep/room.go","bug/REVIEW-2026-09-14-03.md","33","状态：未修复。位置：`lockstep/room.go:148`、`lockstep/sequencer.go:102`、`lockstep/wire.go:135`。"
"core","lockstep/sequencer.go","review/REVIEW-2026-09-09.md","41","cube-core/lockstep/sequencer.go"
"core","lockstep/sequencer.go","review/REVIEW-2026-09-09.md","67","| 帧序列 | `lockstep/sequencer.go:102` 起限制成员、输入大小和未来窗口；Advance 按 PlayerID 排序 | 提供输入排序基础。确定性模拟、客户端兼容、反作弊和完整回放验收不能由序列器单独保证，本轮未深审技能/战斗系统 |"
"core","lockstep/sequencer.go","bug/REVIEW-2026-09-14-03.md","7","状态：未修复。位置：`lockstep/sequencer.go:164`、`:208`。"
"core","lockstep/sequencer.go","bug/REVIEW-2026-09-14-03.md","25","状态：未修复。位置：`lockstep/sequencer.go:102`、`lockstep/room.go:125`、`:231`。"
"core","lockstep/sequencer.go","bug/REVIEW-2026-09-14-03.md","33","状态：未修复。位置：`lockstep/room.go:148`、`lockstep/sequencer.go:102`、`lockstep/wire.go:135`。"
"core","lockstep/sequencer.go","bug/REVIEW-2026-09-14-04.md","7","状态：未修复。位置：`lockstep/sequencer.go:216`、`:226`、`:262`。"
"core","lockstep/wire.go","bug/REVIEW-2026-09-14-03.md","33","状态：未修复。位置：`lockstep/room.go:148`、`lockstep/sequencer.go:102`、`lockstep/wire.go:135`。"
"core","manager/engine.go","bug/REVIEW-2026-09-16-05.md","7","**P2，Core，未修复；Kit ManagerMod 同样受影响。** 位置：[manager/engine.go](../../manager/engine.go):113 Start、:136 stopRequested、:160 started 追加、:182 stopStarted。Kit manager/manager_mod.go:74 转发 Start。"
"core","manager/engine.go","bug/REVIEW-2026-09-16-05.md","26","**P2，Core，未修复；Kit 转发继承该行为。** 位置：[manager/engine.go](../../manager/engine.go):56 Register、:59 started != nil、:113 Start、:117 pending 快照、:160 首次写入 started。"
"core","mirror/envelope.go","review/IMPLEMENTATION-MIRROR-LIFECYCLE.md","5","[envelope.go](../../mirror/envelope.go) 的 Start（48 行）在 mutex 内订阅并设置 started，失败允许重试。handler 直接调用 Store.ApplyReplica，使用 fctx.BaseContext；没有检查 started 或实例 generation。Stop（106 行）在 mutex 内调用 unsubscribe，再清除标志；没有在途计数或接收 context 取消。"
"core","mirror/envelope.go","review/IMPLEMENTATION-REMOTE-POLICY-MIRROR.md","22","| 通用传输 | [mirror/envelope.go](../../mirror/envelope.go):48、129：校验内外层 topic/key/version/op、发布独立 MessageID、可传 context | 没有全量首次加载、重连补洞、权限校验、版本墓碑；Apply 错误怎样重试由实际 bus 决定 |"
"core","mirror/envelope.go","review/REVIEW-2026-09-13-06.md","11","采用 roost-review/codebase-memory Verify。list_projects 确认 D-whb_s 根 D:/whb_s。coverage generation 为 2026-09-08T14:39:26Z，envelope.go 和 sync.go 均 metadata_changed，已读取实际源码补证。mirror scope 无记录缺口不等于完整覆盖。search_graph 在 mirror 返回 5 项、syncbus 返回 10 项，均无剩余分页。get_code_snippet 读取 Start；Stop 双向 trace 零关系不作为无调用者证明。"
"core","nats/client.go","review/REVIEW-2026-09-16-02.md","17","check_index_coverage 对以下九个证据文件均为 no_recorded_issue，但 freshness 为 metadata_changed，generation=`2026-09-08T14:39:26Z`：room/jetstream_syncbus.go、room/nats_syncbus.go、room/jetstream_syncbus_test.go、nats/driver/jetstream.go、nats/driver/client.go、nats/jetstream.go、nats/client.go、nats/driver/jetstream_settle_test.go、nats/driver/jetstream_test.go。已读当前源码补证；普通 client 的重点为发布/订阅入口，不声明整个文件审查完成。没有重建或终止共享索引，没有声称图谱与本轮 Git 同代。"
"core","nats/config.go","review/REVIEW-2026-09-16-03.md","25","- Core：nats/driver/client.go、options.go、jetstream.go、jetstream_test.go；nats/config.go、jetstream.go；room/jetstream_syncbus.go、nats_syncbus.go；syncstream/publisher.go、adapter_test.go、subscribe_promises_test.go；syncbus/sync.go、patch_syncer.go。"
